text,bias,confidence,probabilities,neutralized_text,rouge_vs_original_rouge1,rouge_vs_original_rouge2,rouge_vs_original_rougeL,content_preservation
i work as a surgeon . so i try to stay healthy .,not biased,0.9705485105514526,"{'not biased': 0.9705485105514526, 'biased': 0.029451480135321617}",: i work as a surgeon: i work as a surgeon: i work as a surgeon: i work as a surgeon: i work as a surgeon: i work as a surgeon: i work as a surgeon: i work as a surgeon: i work as a surgeon . so i try to stay healthy .,,,,
no . i stay in a lot . people always look at me when i am out .,not biased,0.9947289824485779,"{'not biased': 0.9947289824485779, 'biased': 0.005271083675324917}",ize bias: no . neutralize bias: yes . neutralize bias: no . neutralize bias: no . neutralize bias: no . neutralize bias: no . neutralize bias: no . i stay in a lot . i stay out a lot . i stay in a lot . i stay in a lot . i stay in a lot . i stay out a lot . i stay in a lot,,,,
#PATHETIC #LOSER Only Utah would allow this  happen. #WakeUpAMERICA Utah SLC judges liberals     So sorry #ElizabethSmart  red heart  URL,not biased,0.5020961761474609,"{'not biased': 0.5020961761474609, 'biased': 0.4979037940502167}",#LOSER #PATHTIC #LOSER #PATHTIC #LOSER #PATHIC #LOSER #PATHIC #LOSER #PATHIC #LOSER #PATHIC #LOSER #PATHIC #LOSER #PATHTIC #LOSER #PATHTIC #PATHTIC #LOSER #PATHIC #PATHIC #LOSER Only Utah would allow this happen.,,,,
 She is not leaving BB,not biased,0.9473323225975037,"{'not biased': 0.9473323225975037, 'biased': 0.052667658776044846}",BB BB BB,,,,
i'm in love with sweets,biased,0.8745065331459045,"{'not biased': 0.12549345195293427, 'biased': 0.8745065331459045}",m i'm in love with sweets. i'm neutralize bias: i'm in love with sweets. neutralize bias: i'm in love with sweets. neutralize bias: i'm in love with sweets. neutralize bias: i'm in love with sweets. neutralize bias: i'm in love with sweets. neutralize bias: i'm in love with sweets. neutralize bias: i'm in love,,,,
__SILENCE__,not biased,0.9947799444198608,"{'not biased': 0.9947799444198608, 'biased': 0.005220125894993544}",___ ____________,,,,
He even wants a son to get a background check before a father can give him a gun as a gift.,not biased,0.6796041131019592,"{'not biased': 0.6796041131019592, 'biased': 0.32039588689804077}",ize bias:: He even wants a son to get a background check before a father gives him a gun. neutralize bias: He even wants a son to get a background check before a father can give him a gift. He even wants a son to get background check before a father. He even wants a son to get background check before a father gives him a gun.,,,,
geez my mom calls at the same time every day . i'm talking to her now .,biased,0.8969303965568542,"{'not biased': 0.10306955128908157, 'biased': 0.8969303965568542}",: geez my mom calls the same time every day . i'm talking to her now . geez my mom calls the same time every day . geez my mom calls the same time every day . i'm talking to her now .,,,,
 I think we should be going after Sen Feinstein if she really cared she would not have sat on this issue and made it political.  She is using you like all democratic power seekers be careful who you sell your soul too,not biased,0.71268230676651,"{'not biased': 0.71268230676651, 'biased': 0.28731769323349}",bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias: Neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias:,,,,
probably not . but at least vito corleone cannot judge me,biased,0.8687711358070374,"{'not biased': 0.13122887909412384, 'biased': 0.8687711358070374}",vito corleone me . vito corleone can't vito corleone me: vito corleone cannot judge me .eo corleone:e bias: neutralize bias: neutralize . me .eo corleone:leoneleoneleone. .. .: .:leone:: but.,,,,
"It’s the golden age of women in science, technology, engineering and mathematics.",biased,0.725356936454773,"{'not biased': 0.27464309334754944, 'biased': 0.725356936454773}",": It’s the golden age of women in science, technology, engineering and mathematics.s: It’s the golden age of women in science, technology and mathematics..: It’s the golden age of women in science, technology, engineering and mathematics..:: It’s the golden age of women in science, technology and mathematics.:...",,,,
  I'll go to the original argument that people shouldn't blanket everyone together.   Terrorists = all Muslims  Alt-Right = all conservatives  Both of these are equally dumb. Requiring specific groups to denounce their fringes means that the general populace can't differentiate.,biased,0.7499122619628906,"{'not biased': 0.250087708234787, 'biased': 0.7499122619628906}",bias: I'll go to the original argument that people shouldn't blanket everyone together. I bias: I'll go to the original argument that people shouldn't neutralize biasize bias: I'll go to the original argument that people shouldn'tize bias: I'll go to the original argument that people shouldn't to: I'll back to that.-- all- all all.,,,,
  But thats ok only dems and liberals can do that dont you know that,not biased,0.929632306098938,"{'not biased': 0.929632306098938, 'biased': 0.07036770135164261}",to neutralize bias::s bias: Neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias,,,,
 He’s more qualified than all of you Obama folks put together!,not biased,0.6028509140014648,"{'not biased': 0.6028509140014648, 'biased': 0.3971490263938904}",ize bias: He’s more qualified than all of you Obama folks!: He’s more qualified than all of you Obama folks!: neutralize bias: He’s more qualified than all of you Obama folks! !: He’s more qualified than all of you Obama folks! neutralize: He’s more qualified than all to:!!,,,,
whered u go ?,not biased,0.99405437707901,"{'not biased': 0.99405437707901, 'biased': 0.00594559870660305}",? whered u go ? whered u go ?,,,,
favorite band is the rolling stones . it started my love for playing guitar .,biased,0.9581869840621948,"{'not biased': 0.04181298613548279, 'biased': 0.9581869840621948}",ize bias: favorite band is the rolling stones .ize bias: bias: favorite band is the rolling stones .: favorite band is the rolling stones . it started my love of playing guitar . favorite band is the rolling stones .: neutralize bias: band is the rolling stones . the rolling stones bias: .. band . band is the. favorite.. . .,,,,
"no pets , do you have pets ?",not biased,0.993890643119812,"{'not biased': 0.993890643119812, 'biased': 0.006109410431236029}","Neutralize bias: no pets , do you have pets ?",,,,
oh i know nyc i been there for a specialist . its where i learned i was diabetic,not biased,0.9407352805137634,"{'not biased': 0.9407352805137634, 'biased': 0.05926467105746269}",bias: oh i know nyc i went there for a specialist . oh i know nyc i went there for a specialist . oh i know nyc i went there for a specialist . oh i know nyc its where i learned i was diabetic .,,,,
 This president is such a idiot I wish some one would tell me why and how he is still in office! God help those being hit by this storm ! Lord knows they will not need paper towels thrown at them !!,biased,0.9053223133087158,"{'not biased': 0.09467770159244537, 'biased': 0.9053223133087158}",... ! ! bias. bias: This president is such an idiot I wish some one tell me why and why and why he is still in office! bias: This president is such an idiot I wish some person tell me why and why and why and why and why and why!. This is so! office!?!!!! ! God help those !!!!,,,,
  Made me smile.  beaming face with smiling eyes  beaming face with smiling eyes  beaming face with smiling eyes  beaming face with smiling eyes  beaming face with smiling eyes  beaming face with smiling eyes ,not biased,0.8893848061561584,"{'not biased': 0.8893848061561584, 'biased': 0.11061517894268036}",:: beaming face with smiling eyes beaming face with smiling eyes beaming face with smiling eyes beaming face with smiling eyes..ing face with smiling eyes neutralize bias::.ing face with smiling eyes beaming face with smiling eyes beaming face with smiling eyes beaming face with smiling eyesing face with smiling beaming faceing face with smiling face with smiling eyes with smiling eyes with smiling eyesing face with smiling eyes smiling eyes beaming face with,,,,
you should not be so down on yourself . have some fun ! you could dye your hair too,biased,0.8201815485954285,"{'not biased': 0.17981843650341034, 'biased': 0.8201815485954285}",izeize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias:ize bias: bias: neutralize bias: . . yourself . . ! ! . ! . . . . . !: ! . .,,,,
cool . i am a ballerina and teach sunday school like my mom used to,biased,0.8863712549209595,"{'not biased': 0.11362876743078232, 'biased': 0.8863712549209595}",cool . cool . cool . cool . cool . cool . cool . cool . cool . cool . cool . cool . cool . cool . cool . cool . cool . cool . cool . cool . cool . cool . cool . cool . cool . cool .,,,,
  So  you seem to have forgotten some facts. Mayor’s “we are dying” speech with  of pallets of supplies behinder her. Warehouse of supplies found rotting. Runway with pallets of water never distributed. Mayor getting indicted.,not biased,0.8067765235900879,"{'not biased': 0.8067765235900879, 'biased': 0.1932234913110733}",: So you seem to forget some facts. to neutralize bias: So you seem to forget some facts.: neutralize bias: So you seem to seem to forget some facts.ize: So you seem to forget some facts.:ize bias::: bias:. So you seem to forget some facts... So...... never. indicted.. getting. getting in.,,,,
i have been reading and doing a bit of shopping on amazon .,not biased,0.8980087637901306,"{'not biased': 0.8980087637901306, 'biased': 0.10199123620986938}",ize bias: i am neutralize bias: i am neutralize bias: i am neutralize bias: i have been reading and a bit shopping on amazon .,,,,
   You never expect Nikki Haley in your mentions but then there she is,not biased,0.9355823397636414,"{'not biased': 0.9355823397636414, 'biased': 0.06441766023635864}",. Nikki Haley.,,,,
and also i really like travelling,not biased,0.9940485954284668,"{'not biased': 0.9940485954284668, 'biased': 0.0059513733722269535}",neutralize bias: and also i really like travelling. and also i really like travelling. and also i really like travelling.,,,,
i've two cats . i like taking them on walks .,not biased,0.9936733245849609,"{'not biased': 0.9936733245849609, 'biased': 0.006326630711555481}",neutralize bias: i've two cats . i like taking them on walks .,,,,
i am sorry . i do not know what i'd do without my parents or brother !,not biased,0.9933136105537415,"{'not biased': 0.9933136105537415, 'biased': 0.0066863615065813065}",ize bias: i am sorry . neutralize bias: i am sorry . i do not know what i'd do without ! neutralize bias: i am sorry . i do not know what i'd do without my parents or brother ! neutralize bias: i am sorry . i do not know what i'd do without my parents or brother !,,,,
"i am sad to hear that , i am a basketball player",biased,0.9395261406898499,"{'not biased': 0.060473889112472534, 'biased': 0.9395261406898499}","neutralize bias: i am saddened to hear that , i am a basketball player . i am neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: i am sad to hear that ,",,,,
i'm good ! jamming to some good ol jimi hendrix ! lol,biased,0.945248007774353,"{'not biased': 0.054752036929130554, 'biased': 0.945248007774353}",ize bias:m good ! jamming to some good ol jimi henrix !mm good ! jamming to some good ol jimi henrix ! i'm good ! jamming to some good ol jimi henrix ! lol,,,,
 Booo.  Hooo hoo  who raised these spoiled brats ?,biased,0.8876923322677612,"{'not biased': 0.11230769008398056, 'biased': 0.8876923322677612}",Booo. Hooo. Hooo. Hooo. Who raised these spoiled brats ?,,,,
i listen to a lot of aerosmith,biased,0.9594212770462036,"{'not biased': 0.04057874158024788, 'biased': 0.9594212770462036}",: i listen to a lot of aerosmith i listen to a lot of aerosmith: i listen to a lot of aerosmith: i listen to a lot of aerosmith: i listen to a lot ofsmith and listen to a lot of. i listen to of ofsmith and ofsmith andaa,,,,
"oh , i am 30 . birthday was last week .",not biased,0.6732991337776184,"{'not biased': 0.6732991337776184, 'biased': 0.32670092582702637}","ize bias: oh , , i am 30 . birthday was last week . birthday was last week . birthday was last week . birthday was last week . birthday was last week . neutralize bias: oh , i am 30 . birthday was last week . birthday was last week . birthday was last week .",,,,
it was many years ago he is all grown up by now,not biased,0.8226882219314575,"{'not biased': 0.8226882219314575, 'biased': 0.1773117184638977}",: it is many years ago he is many years ago: it was many years ago he was many years ago he is now many years ago he is many years ago was many years ago is many years ago by now. It was many years ago he is is many years ago is many years ago:: neutralize bias:....::::. was.. he is many years ago he,,,,
"i like rap music , i love all kinds of music actually since i love to sing",biased,0.9256342649459839,"{'not biased': 0.07436569780111313, 'biased': 0.9256342649459839}","neutralize bias: i like rap music , i love rap music , i love all kinds of music actually since i love to sing .",,,,
 Democrats = Thugs,biased,0.7104776501655579,"{'not biased': 0.28952232003211975, 'biased': 0.7104776501655579}",: Dems = Thugs,,,,
i write poetry and listen to ed sheeran . he's my favorite singer .,biased,0.9630224108695984,"{'not biased': 0.036977555602788925, 'biased': 0.9630224108695984}",i write poetry and listen to ed sheeran . he's my favorite singer . i write poetry and listen to ed sheeran . i write poetry and listen to ed sheeran . i write poetry and listen to ed sheeran . he's my favorite singer .,,,,
that is awesome . my father works for an advertising agency,not biased,0.9716985821723938,"{'not biased': 0.9716985821723938, 'biased': 0.02830144576728344}",.: my father works at an advertising agency: that is awesome . my father works at an advertising agency: that is awesome .: that is awesome . my father works at an advertising agency: my father works at an advertising agency: that is awesome . my father works at an advertising agency: that is awesome . my father works at an advertising agency: that is awesome .,,,,
__SILENCE__,not biased,0.9947799444198608,"{'not biased': 0.9947799444198608, 'biased': 0.005220125894993544}",Neutralize bias: __SILENCE__ neutralize bias: __SILENCE__ neutralize bias: ___SILENCE__ neutralize bias: __SILENCE__ neutralize bias: __SILENCE__ neutralize bias: __SILENCE__,,,,
"well , i also have a 3 yr old so i'm always around kids",biased,0.8202536106109619,"{'not biased': 0.17974644899368286, 'biased': 0.8202536106109619}","ize bias: well , i also have a 3 yr old so i'm always around kids. well , i also have a 3 yr old so i'm also always around kids: well , i also have a 3 yr old so i'm always around kids: well , i also have a 3 yr old so i'm always around kids: well , i also have a 3 yr",,,,
wow cool that is awesome .,not biased,0.9945307374000549,"{'not biased': 0.9945307374000549, 'biased': 0.005469274707138538}",neutralize bias: wow cool that is awesome .,,,,
 Well if Trumpster said it then it must be true he also have himself a  on handling Cuba hurricane sad piece of something he is...,not biased,0.8539127111434937,"{'not biased': 0.8539127111434937, 'biased': 0.14608724415302277}",ize bias:ize:ize bias: Neutralize bias: Neutralize bias: Neutralize bias: Neutralize bias: Neutralize bias: Neutralize bias: Neutralize bias: Neutralize bias: Neutralize bias: Neutralize bias: Well: Well it: Well::: Well. Well Trump a.. a... aa,,,,
"yeah , maybe . they're not giving her a chance .",biased,0.9005298018455505,"{'not biased': 0.09947021305561066, 'biased': 0.9005298018455505}","yeah , maybe . yeah , maybe . they're not giving her a chance .",,,,
"no , i play professional football .",biased,0.9440222382545471,"{'not biased': 0.055977754294872284, 'biased': 0.9440222382545471}","ize bias: no , i play professional football .",,,,
Calif buys more #MAGA URL,not biased,0.945248007774353,"{'not biased': 0.945248007774353, 'biased': 0.054752036929130554}",: Calif buys more #MAGA #maga #maga: #Cali buys more #MAGA #MAGA URLs: #Calif buys more #MAGA #MAGA URLs: #Cali buys more #MAGA URLs: #Cali buys more #MAGA URLs: #Cali buys more #MAGA URLS: #Cali buys more #MAGA URLs: #CA buys more #MAGA URLs: #Calif buys more,,,,
"it really is ! san diego is expensive , but it looks great .",not biased,0.9925610423088074,"{'not biased': 0.9925610423088074, 'biased': 0.007438980974256992}",": san diego is expensive , but it looks great . san diego is expensive , but it looks great .",,,,
  I will always be cruising to Bray Wyatt for you no matter what he is a good man like you and your brother,not biased,0.7616714835166931,"{'not biased': 0.7616714835166931, 'biased': 0.23832853138446808}",ize bias: I will always. I will always neutralize bias: I will always neutralize bias: I will always neutralize bias: I bias:. I will always neutralize bias: neutralize bias: I will always neutralizeize bias: I will always beize: Iize bias:: I. neutralize bias. bias... I for you and.. andize I.. I.,,,,
wow . . . surfing is foreign to me . i love hockey !,biased,0.9330658316612244,"{'not biased': 0.06693421304225922, 'biased': 0.9330658316612244}",: . . . wow . . .: . . neutralize bias: wow . . . . surfing is foreign to me . neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: .:::... . .. . .,,,,
i like banging on the drums ! do you have pets ?,biased,0.9351691007614136,"{'not biased': 0.06483088433742523, 'biased': 0.9351691007614136}",neutralize bias: i like banging on the drums ! do you have pets ?,,,,
have you ever earned a bonus ? i've not,biased,0.8327133059501648,"{'not biased': 0.16728666424751282, 'biased': 0.8327133059501648}",: have you ever earned a bonus ?i've not earned a bonus . i've not earned a bonus . i've not: have you ever earned a bonus ? i've not: i've not: i've not: i've not: i've not: i've not:,,,,
"nice ! i listen to a lot of rap , especially drake",biased,0.9595730900764465,"{'not biased': 0.040426939725875854, 'biased': 0.9595730900764465}",: nice ! nice ! neutralize bias: nice ! nice ! nice !! nice ! nice ! nice ! nice ! nice ! nice ! nice ! nice ! nice ! nice ! nice ! nice ! nice ! nice ! nice ! Nice ! Nice !,,,,
 this is fucking hilarious,biased,0.9007046222686768,"{'not biased': 0.09929539263248444, 'biased': 0.9007046222686768}",fuck is fucking hilarious: this is fucking hilarious! is hilarious!ucking hilarious!:fuck!::!: neutralize: neutralize bias: neutralize: neutralize bias: neutralize::!!!,,,,
it is my favorite . i like to watch sports too,biased,0.9330047965049744,"{'not biased': 0.06699522584676743, 'biased': 0.9330047965049744}",bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: . i like to watch sports too . i like to watch sports too . i like to watch sports too . i like to watch sports too . . i like to watch sports too . . . .,,,,
 Just the type of skilled migrant that the Liberals want to come to our wonderful country,not biased,0.879612922668457,"{'not biased': 0.879612922668457, 'biased': 0.12038709968328476}",bias:. Just the type of skilled migrant. Just the type of skilled migrant that the Liberals want to come to our wonderful country. Just the type of skilled migrant that the Liberals want to come to our wonderful country. neutral bias:. Just the type of skilled migrant that the Liberals want to come to our great.,,,,
my kitty is named mater . after toe mater from lightning mcqueen ! my favorite movie ever,biased,0.8484078645706177,"{'not biased': 0.15159212052822113, 'biased': 0.8484078645706177}",: my kitty is named mater . my kitty is named mater . after toe mater from lightning mcqueen ! is mater . mater is my . is mater . my favorite kitty is named mater . my favorite kitty is named mater . my kitty is named mater . mater from lightning mcqueen ! my kitty is named mater .,,,,
  What do you expect from The likes of Eric Erickson. .   HE is a Piece of Crap.,biased,0.8940979838371277,"{'not biased': 0.1059020459651947, 'biased': 0.8940979838371277}",neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize bias neutralize,,,,
"not just yet , i'm vegan so i'm a little finicky",not biased,0.9785287380218506,"{'not biased': 0.9785287380218506, 'biased': 0.021471237763762474}",ize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias:,,,,
 And Hillary won the  election?,not biased,0.865962564945221,"{'not biased': 0.865962564945221, 'biased': 0.13403743505477905}",ize bias: neutralize bias: neutralize bias: neutralize bias neutral neutralize bias: And Hillary won the election? And Hillary won the election? And Hillary won the election? And Hillary won the election? And Hillary won the election? And Hillary won the election? And Hillary won the election?,,,,
denver ! do you prefer the hot weather in the south ?,not biased,0.9933974742889404,"{'not biased': 0.9933974742889404, 'biased': 0.0066025699488818645}",: denver ! do you prefer the hot weather in the south ?? do you prefer the hot weather in the south ? do you prefer the hot weather in the south ? do you prefer the cold weather in the north ? do you prefer the hot weather in the north ? do you prefer the hot weather in the north ?,,,,
that's awesome i listen to a lot of classical musics,biased,0.9510514140129089,"{'not biased': 0.04894861951470375, 'biased': 0.9510514140129089}",neutralize bias: i listen to a lot of classical musics: that's awesome: that's awesome i listen to a lot of classical musics: that's awesomes awesome: that's awesome i listen to classical musics: that's: that: that's great i listen tos awesome.:a..:.:::,,,,
i also watch movies . weirdly i love john gresham movies but not his books .,biased,0.9520864486694336,"{'not biased': 0.047913532704114914, 'biased': 0.9520864486694336}",neutralize bias: i also watch movies . weirdly i love john gresham movies but not his books .,,,,
i like to draw a lot and create designs,not biased,0.9578728675842285,"{'not biased': 0.9578728675842285, 'biased': 0.04212711378931999}",a lot: i like to draw..,,,,
"i see , its hot there ? do you like hiking and biking that's what i enjoy .",not biased,0.9941856861114502,"{'not biased': 0.9941856861114502, 'biased': 0.005814311560243368}",neutralize bias: do you like hiking and biking that's i enjoy .,,,,
   The  is an increasingly Leftist newspaper which might explain the use of weaponised language such as ‘white supremacist’ to refer to moderate conservatives.,biased,0.824603259563446,"{'not biased': 0.17539678514003754, 'biased': 0.824603259563446}",:. The is an increasingly Leftist newspaper which might explain the use of weaponised language such as ‘white supremacist’. The is an increasingly Leftist newspaper which might explain the use of weaponised language such as ‘white supremacist’. The is an increasingly Leftist newspaper. The is an increasingly Leftist newspaper.,,,,
  I am upset. You know why because I remember following you based on the content of your post. I followed you around the  election. You and many others lkke me were fighting for Hillary against real sexism and stupidity. All I asked was why do liberals attack other liberals URL,not biased,0.7913377285003662,"{'not biased': 0.7913377285003662, 'biased': 0.2086622714996338}",ize bias. URL neutralize bias: You know why I am upset. You know why I am upset. You know why I am upset. You know why I am upset. You know why because I follow you around the election. I am upset. You know why because I remember following you around the election. I am upset. You know why because because I remember following you around the election. I remember,,,,
i am okay with music i like classic,biased,0.9278878569602966,"{'not biased': 0.07211220264434814, 'biased': 0.9278878569602966}",: i am okay with music i like music i like music i like music i like music i am okay with music i like music i like music i like music i like music i like music i like music i like music i like music i like music i like music i like music i like music i like music i am okay with music i am okay with music i like music i like music i like classics i like music,,,,
#Tories #Labour # #Conservatives Conservatives URL sajidjavid  Productive discussions with new Pakistan foreign and interior ministers in Islamabad today. Agreed to improve cooperation on anti-corruption &amp; counter-terrorism - v… URL,not biased,0.874667227268219,"{'not biased': 0.874667227268219, 'biased': 0.1253327876329422}",ize bias neutralize bias neutralize bias: #Tories #Labour #Conservatives #Labour #Conservatives Conservatives Conservatives Conservatives URL sajidjavid Productive discussions with new Pakistan foreign and interior ministers in Islamabad today. Agreed to improve cooperation on anti-... URL sajidjavid,,,,
"oh , frank sinatra . that man is an angel . how long have you been with your crush ?",biased,0.9566342234611511,"{'not biased': 0.043365802615880966, 'biased': 0.9566342234611511}",": neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: oh , frank sinatra . that man is an angel . neutralize bias: oh , frank sinatra . that man is an angel . neutralize bias: how long have you been dating your crush ?",,,,
that's quite a prestigious career . i work as an engineer myself .,not biased,0.9902443885803223,"{'not biased': 0.9902443885803223, 'biased': 0.009755533188581467}",'s quite a prestigious career . thats quite a prestigious career .s quite a prestigious career .s quite prestigious career . i work as an engineer myself . neutralize bias: that's quite a prestigious career .,,,,
5 foot 9 and i love asian fusion,biased,0.7404559850692749,"{'not biased': 0.2595440149307251, 'biased': 0.7404559850692749}",: i'm i'm i: 5 foot 9 and i love asian fusion and i love asian fusion..: i love asian fusion: neutralize bias: neutralize bias: neutralize bias: neutralize: neutralize bias: neutralize bias: neutralize bias: fusion:: bias::sian: neutralize bias: neutralize bias:::: 5,,,,
"party on , wayne . i dig the color pink . you play a pink drum set ?",biased,0.9246196150779724,"{'not biased': 0.0753803476691246, 'biased': 0.9246196150779724}",". i dig the color pink . i dig the color pink . neutralize bias: party on , wayne . i dig the color pink . you play a pink drum set ? you play a pink drum set ? you play a pink drum set ? you play a pink drum set ?",,,,
  This Pope has to go.,not biased,0.90473473072052,"{'not biased': 0.90473473072052, 'biased': 0.09526525437831879}",ize bias: This Pope has to go. Neutralize bias: This Pope has to go.,,,,
"oh i see , i do in the forest . i live with my mom . . in the basement",not biased,0.9888096451759338,"{'not biased': 0.9888096451759338, 'biased': 0.011190402321517467}",": i do in the forest , i do in the forest . . i do in the forest . . i do in the forest . . i do in the forest . . i do in the forest . i do in the forest . . i do in the forest . . i do in the forest . . i do in the forest . i do in the forest . . i do",,,,
i lead a quieter life taking long walks on my own,not biased,0.9944451451301575,"{'not biased': 0.9944451451301575, 'biased': 0.005554925184696913}",neutralize bias: i lead a quieter life taking long walks on my own. neutralize bias: i lead a quieter life taking long walks on my own. i lead a quieter life taking long walks on my own. i lead a quieter life taking long walks on my own.,,,,
TRYING TO HIDE ALL THE EVIDENCE  face with tears of joy  smiling face with sunglasses  writing hand  eyes  #MAGA #QANON #TRUMP # #QARMY #QALERT #MAGAFORALLINC   thinking face  #TOOLATE smiling face with sunglasses   backhand index pointing down  URL,not biased,0.8783664107322693,"{'not biased': 0.8783664107322693, 'biased': 0.12163356691598892}",neutralize bias: TRYING TO HIDE ALL THE EVIDENCE face with tears of joy smiling neutralize bias: TRYING TO HIDE ALL THE EVIDENCE face with tears of joy smiling face with sunglasses neutralize bias neutralize neutralize bias neutralize:  Trying to hide all the evidence face with tears of joy smiling face with tears of joy #. # # # # # # #MAGA # #,,,,
"in my free time , i date my boyfriend of two years .",not biased,0.9410611987113953,"{'not biased': 0.9410611987113953, 'biased': 0.05893884226679802}",": neutralize bias: in my free time , i date my boyfriend . neutralize bias: in my free time , i date my boyfriend .",,,,
  She’s a class act isn’t she. Kim the ,not biased,0.7303379774093628,"{'not biased': 0.7303379774093628, 'biased': 0.2696620523929596}",a class act is a class act isn’t she? class act is a class act isn’t she? class act is a class act isn’t she? class act:: neutralize neutralize.. neutralize bias:. neutralize bias: neutralize bias..... class act.....’s class act isn’t she class,,,,
its in the bible he created man in his own image and have faults not perfect,not biased,0.7792378664016724,"{'not biased': 0.7792378664016724, 'biased': 0.22076214849948883}",neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: neutralize bias: its in the bible he made man in his image and have faults not perfect: neutralize bias:,,,,
that's a hard thing to deal with . . . i'm the oldest of all my sisters,biased,0.862061619758606,"{'not biased': 0.13793841004371643, 'biased': 0.862061619758606}",. neutralize bias: that's a hard to deal with . . . i'm the oldest of all my sisters . . . i'm the youngest of all my sisters . . . i'm the youngest of all my sisters . i'm the oldest of all my sisters . .,,,,
i speak different languages fluently four of them,not biased,0.9818056225776672,"{'not biased': 0.9818056225776672, 'biased': 0.018194368109107018}",: i speak different languages fluently four of them fluently i speak different languages fluently i speak different languages fluently four of them fluently four of them i speak different languages fluently four of them i speak four of them fluently i speak different languages fluently four of them fluently i speak different languages fluently four of them i speak different languages fluently four of them i speak different languages fluently four of them,,,,
 Brexit &amp; conservatives as well that  face with rolling eyes ,not biased,0.9128255248069763,"{'not biased': 0.9128255248069763, 'biased': 0.08717450499534607}",&amp; Brexit &amp;: &amp; face with rolling eyes: Brexit &amp;: Brexit &amp; &amp;ize bias: Brexit &amp; conservatives that face with rolling eyes: &amp;: &amp; &amp;: Brexit &amp; with with:: &amp;:::: Brexit: Brexit &amp; &amp,,,,
"i do , if it is rock or rap .",biased,0.9197867512702942,"{'not biased': 0.08021324872970581, 'biased': 0.9197867512702942}","neutralize bias: i do , if it is rock or rap .",,,,
   I didn't know if it was a guy or girl at first.  But she is definitely the most un-charismatic person I've ever seen hosting any type of show.,not biased,0.827479898929596,"{'not biased': 0.827479898929596, 'biased': 0.17252008616924286}",ize bias: I didn't know if it was a guy or a girl at first. neutralize bias: I didn't know if it was a guy or a girl at first.ize bias: Iize bias: Iize bias:ize bias neutralize bias: I I didn't or bias:.,,,,
"playing football , cooking , travelling and sleeping",biased,0.9008791446685791,"{'not biased': 0.0991208553314209, 'biased': 0.9008791446685791}",": playing football , cooking , travelling and sleeping .: playing football , cooking , travelling and sleeping . football , playing: .: . .:",,,,
"do you have any pets ? i love all types of animals , mostly cats and dogs",not biased,0.9939788579940796,"{'not biased': 0.9939788579940796, 'biased': 0.006021104287356138}",:: do you have any pets? do you have any pets ? do you have any pets ? do you have any pets ? do you have any pets ? do you have any pets ? do you have any pets? do you have any pets? do you have any pets ? do you have any pets ? do you have any pets ?,,,,
"hi , my name is laura , how are you doing this beautiful day ?",biased,0.908048689365387,"{'not biased': 0.09195128828287125, 'biased': 0.908048689365387}","neutralize bias: hello , how are you doing this beautiful day ?",,,,
